rotulo,texto
0,"FACTS good, authors OPINION on religion(s) unnecessary Edward Chiera presented wonderful information on his research of ancient civilizations. Very easy to read for Jr. High students. However, his personal comments on religion(s) was just that, his personal comments, nothing factual. Recommeded reading for students with religious chapters omitted."
0,"[stopped working] in 6 months This item is not particularly user friendly when it works. However, mine went south (B drive) after only 6 months. Then I realized that there is only a 90 day warranty, which is lousy. So Koss gets a resounding ""Boo!!"" from me."
1,"Corn Farm Boy - Lois Lenski This is a wonderful book about farm life in the 1950's, written from the viewpoint of a 12 year old boy, called here Dick. He does all the things farm kids did in those days. He fakes sickness so he can be home when the new tractor drives in the lane, rides the cows, makes pets of everything, falls in the creek. His dad farms on the contour and the neighbors think he is crazy. Lois was in the habit of visiting the homes of children in whatever part of the country she wrote about, got to know the kids by staying with them a spell, and then wrote about them. I highly recommend all the Lois Lenski regional books."
1,"Good fit, good price, comfortable I always wear my vest when kayaking. It does not interfere with my paddling and is very comfortable, not being uncomfortably warm, even here in sunny, humid Florida. I haven't fallen out of my kayak yet, so I can't give testimony to it effectiveness."
0,"Almost All Fighting, Next to No Interesting Dialogue This movie is essentially a 2-hour fight scene with about 20 minutes of half-interesting dialogue and story sprinkled in. Terribly violent and uninteresting. Honestly the most fighting I have ever seen in any movie (including Matrix Reloaded). I wholly regret the $1.99 I spent to rent it. Unless you want to see endless stabbings and blunt force traumas, do not see this movie."
0,"What does good mean? The book was rated as 'good' quality in the advertisement, but when it arrived the cover immediately fell off."
0,really cute but.. (I bought the pink nubuck shoes)these shoes are really really cute and they are comfortable BUT i sprayed them with nubuck protectant and thought i would be ok. i wore them and the parking lot was slightly wet with rain and the bottom of the shoe (around the edges of the sole) is REALLY faded. then my jeans touched the back of them and made weird marks on the back and i must have had 1 or 2 raindrops hit them and there are spots. only wear these indoors with no chance of anything touching them besides your feet on the inside of them. i wish they had been leather. i spent the money on them for one night because i wont ever wear them again.
1,"Excellent Resource Book I picked up this version of the herbal Magick books because I wanted to see what mr Beyerl had t offer to this vast and sometimes conflicting magickal practice.After reading through the book and using the index to find what I am nedding I must say where is ""The Master Book Of Herbalism?"" I want it..Mr Beyerl has done tons and tons of research on this material (check out the Bibliography) and it shows. His entries are precise with magical associations, common names, and other names.. It also includes suggestions for use.Not only that but, it takes the time to explaint he various ways to use herbs.This is a wonderfull addition to any occult library.."
1,"Ombre est Lumière et IAM ze King D'accord, ""L'École de Micro d'Argent"", c'est génial et je le recommande à tous ceuxcelles qui aiment la musique. Mais il ne faudrait pas oublier que ""Ombre est Lumière"" est le premier, l'original , la source de leur génie. Les pauses dans le rythme et les lyrics délirantes sont l'essence d'IAM, et leur premier album le démontre très bien. Mes préférées son Ombre est Lumière et l'Aimant, mais les autres sont aussi géniales."
0,"""Made in China"" printed on the inside Beautiful ring, but with ""made in china"" printed quite clearly on the inside of the ring, it doesn't seem like the best kind of gift if it's supposed to mean something. Another review warned me of this tacky attribute of the ring, but I thought, ""there's no way a 2mm ring could visibly have those words printed on its interior!"" Well, I was wrong."
0,"this thing is huge unless you have massive hands, this thing is too big. as soon as i got it out of the box i put it in my hand and back into the box and returned it. spend the extra money and get a dreamcast controller. nyko has another controller that it has but amazon no longer carries. that one is good (purple)."
0,"The End of Music The entire concept is just bad. I don't care how much this guy whines about his hard life, he's not deserving. He is wasting tons of record label space that could be occupied by true, creative, artists. The whole idea of a country picking the next big pop star from a TV show is just sad. It's a shame children will grow up thinking this is good. Radio is forever gone, hang the DJ.JB"
1,my review this book was awsome! the ideas and points brought up in this novel by bradbury reflects our own society today
1,"Satisfied with purchase. The edges of the pages are unevenly cut so it's a little hard to turn them. I don't mind, but would have liked to know this before choosing to buy this item. Book is like new."
0,"One of the worse and most dissapointing What you see is not what you get.!!!! You don't get the whole pack but only 1/5 of it which is 100, its a rip off. run for your soul while you can.!!!"
1,"A very imaginative and suspenseful book! I have to admit, I would have never given the Hobbit a chance if I hadn't been assigned a book report in which I'd have to read a fantasy book. I wasn't very familiar with fantasy books, so my teacher suggested to me the Hobbit, promising that I'd never want to put it down. Sure enough, she was right. As I read into the book, I was amazed at the descriptive words and adventurous plot! Because the beginning and closing dragged on quite a bit, I rated this book a four star. Overall, the book was one of a kind!"
0,"Don't waste your time I thought it would be nice to read the book before going to see the movie. However, after reading the book, I do not want to see the movie at all. There are a lot of cheap thrills in the book...the play on bodily functions, while funny, is dull after awhile. Duddit's cancer and Down's Syndrome seem somewhat overly dramatic, like the book is trying too hard. Plus, by page 200, I cannot help but feel stupid for reading the book. Nothing in the book is fresh or imaginative. The emotions that are supposed to be stirred up are unconvincing and uninspiring. Although the plot is interesting enough for me to want to find out what happens at the end, I feel like I wasted a lot of time reading all 600+ pages of it when I finished it. If you are a Stephen King fan, this may satisfy you. However, if you are not a fan, don't bother."
0,"Reunion album? This is supposed to be the big reunion album right? Well, you will be interested to know that Ace Frehley said that he only played on half the album and Peter, like on DYNASTY, only played drums on one song, ""Into the void"". ""We are one"" is a good song but most of the album is very cheesy and lacking in the originality and raw sound of 1970s KISS. It's obvious that they arent together on this record, it doesent sound anything like the old KISS. Don't get me wrong KISS is one of a kind but even they admitted it's over musically. Stick to the 1970s recordings. Anything from KISS(1974) to DYNASTY(1979). PSYCHO CIRCUS is not essential nor is it a fair introduction to this phenomenal group."
1,"Finally! A Monkees collectible book! I am late on reviewing this book but had to comment. I LOVE this book. Very goog work and research! Great photography! It's so nice to see someone put this much effort in a Monkees collectible book. My only complaint is the records are not valued correctly. We need a Monkees record collecting guide. If not for values, just to see the great world wide covers of the albums, single and EP's that differ from country to country.Marty Eck ( Is that his real name?)bought most of the items in this book. Since most of us could never afford such a collection or FIND some of these gems, this is a great coffee table book. Again with putting values on collectibles, any kinds, is a matter of supply and demand.To me, Ebay is where I usually can find recent values. Being a Monkees record collector, I am thinking of joining forces with a major colector in the UK to create the book I always wanted. This book is a great asset to anyone's Monkees collection! Buy it!"
0,"It AIN'T all that! I bought this book based on the reviews I read here, but if I could do it over, I would <b>NOT</b> buy this book.Issue #1This book has A LOT of errors. The author's website dismisses all the mistakes by saying, ""All printed material has mistakes."" First, I doubt that ""all"" have mistakes. Second, this book has A LOT of mistakes. I have many books and this one has the most errors. I went to their site to get the errata and found a mistake in their corrections!Issue #2The CD that comes with the book is quirky and it's not easy to find all stuff that's supposed to be on it.Issue #3Now that LearnKey is defunct, you cannot get a code to unlock the rest of the info on the CD. Instead, the autor's site charges for a new, unlocked CD.Go for another, more reliable book! Unless you enjoy wasting money for misinformation."
0,"ATTENTION ALL 'BELLE...' FANS I was lured into buying this CD knowing its relation to my favorite band, Belle and Sebastian. This ""band"" is nothing like B&S!!! Its bad techno!! It goes against everything that acoustic B&S fans stand for. It's Scottish noise. I only wish someone could have warned me before it was too late! Once again, this band has nothing in common with Belle andf Sebastian accept for Stuart who only sings on one or two tracks. The other vocalists are awful. BEWARE!!"
0,"ADULTRY, LIES, PROFANITY and THEFT This movie is shameful to say the lest! If you like Pride & Prejudice, Sense & Sensiblity, Mansfield Park, The Girl is not a romantic story at all. Movie will be a waste of time and money.Hannah is a thief from the very beginning as a child, she commits adultry, profanity is used throughout the movie every now and then. Not worth seeing, but you judge for yourselfBe warned!"
1,Great Gift from a GREAT LADY Everyone read this book !!!! Then read everything else that Sylvia has wrote. There is always a blessing to be recieved.
1,"Gandalf is the Man I read the hobbit quite a while ago, but i still remember the adventure and the fun.I have three favorite parts:the part where gandalf and bilbo sit together and smoke, making shapes out of their smoke rings.the part where the trolls capture the dwarves and are turned to stone.the part where bilbo and golluem have their ""riddles in the dark"" (i love that chapter!)it's one of those books you sould read before you're twenty five, because everyone needs a little adventure in their lives."
1,"I don't care about the literary quality or the pilfering I really don't care that this book is copied from x place or others think that it is not a literary masterpiece. It was entertaining, entertaining enough to be not put downable, and to be read twice. I would only hope that the ""criticisms"" don't go to the author's head nor do they bog him down or change his style. I want the second book is written just like the first one is.It is a wonderfully imaginative story of a heros journey. I like the fact that the hero finds a soul mate, a worthy master to teach him, a friend for company and a possible love interest. Along the way he encounters various adventures and by design or by luck he carries on. That is exactly what I believe an entertaining story would be."
0,"This is ""NOT"" a circuit protection kit! Okay, thought I was getting a deal here, but this kit just connects the car wires to the pigtail and isn't any better than ""just"" a pigtail. Called the company and they said the 2003 Ford Crown Vic does NOT need the circuit protection ""anymore."" Noticed that it was changed on other Crown Vic year models also. Not sure if I need circuit protection or not with this car, but got a kit that wires directly to the car battery, just in case. My trailer has a bunch of lights and it's probably cheaper to get the more expensive kit from another company, (Tow Ready 119176KIT from etrailer.com $65) just in case."
1,History in the Making This book is a must read for all Miss America Fans. People often make judgements about things they do not know. This book is a true account of the history of the Miss America Orgainization. It is refreshing to have facts and be able to learn the truth. This books shows what an awsome organization Miss America really is. Great history lesson.
0,"Minnetonka women's myke fisherman sandals Nice materials. Not much support in the footbed, sandal runs loose. I normally take at least a medium width but these sandals are really too loose and I've adjusted them to make them as tight as possible."
0,"Moby's Repetitive Hand Gesture The only track worthy of praise (and 2 stars) on this album is the ephemeral ""Porcelain."" Everything else is just remixed computer-samples spun a few hundred times too many. Put some old gospel and blues songs in a Roland washing machine and this is what you get.B o r i n g . . .You'd think someone with only one name would be more interesting. ""Play"" is an example of what happens when you sign with the big money record producers. Pop goes the weasel..."
1,Do you like Saga? Start here! This is one of their best works. I have most everything they have done and song for song this album ROCKS. Want to get your feet wet and try Saga for the first time? Start here.
0,"Excruciating and painful read. I did not make it past page 168. Only 25% of the book related to the primary story line, the remainder was morning sickness, her dogs, other people's dogs, dog names, dog food, her Mr. Mom husband, her resentments against mother, husband (cooking) town people, mother, brother, mother, co-workers, mother, morning sickness, what foods nauseate her, what she can eat, how the smell of coffee sickens her, etc. If I wanted this kind of personal turmoil and drama I would have my mother spend a month at my house. I simply could not manage to get through this 75% put my story on Oprah and have Dr. Phil analyze me part of the book. Fortunately I keep my recycle bin close at hand. Excellent alternative for sleeping pills."
1,"Set in Namibia? This movie was filmed right near where I live and I'm really impressed with how it turned out. But I'm puzzled by why it says it takes place in North Africa... when actually it's South West Africa... but anyway, the photography is brilliant. The story is perhaps aimed more towards younger viewers, but it can still be enjoyed by the whole family."
0,"Slow Disk in and out are slow than my old Poineer. USB only support real USD driver, not my mp3 or hard disk. Support mp4? no! It should say, some of the mp4 format, NOT all mp4.Not worth the money."
0,Terrible To sum up this movie takes one word and one word only...Terrible. If this is your first foray into The Haunting stop now and go back 36 years to the original.
1,You've got to get one Our 3 1/2 year old twin granddaughters are thrilled with Kasey and so are we. The cartridges are sturdy and easily interchanged. There's even a volumn control!
0,"I guess it was a mystery In a word, Lacking. Her style of writing left me unable to appreciate the underlying story which, as a result, I found rather vacuous and inauthentic. So much so that I felt compelled to come write a review of this book so others might avoid making the same mistake I did. No offence Patricia."
0,"The all time worst I will never understand what people see in this film, however it has a huge following? Wes Craven, and any director really, should stay out of his own films because HE CANNOT ACT! As for the stupid premise and barely existant script for this film, I wonder what Wes Craven was thinking? Everyone is OVER the ""ironic"" horror movie plot which is so present in the 90's. Wes Craven is the champion of this and how many times can we see it done so badly? It's very hard to beleive he made the first one. Very hard. Two thumbs down!"
1,"Get lost in the past...... I LOVED this book! I don't really like reading historical novels, but this book was amazing. I could not put it down and would read well into the night because I could not get enough. The author does such a wonderful job with the characters, you feel sorry for Mary and how horrible her family was to her, but at the same time, you quickly begin to despise Anne and how awful a woman she was, especially to her sister. I found myself surfing the internet reading up on Henry VIII because I didnt know much about that time in history. Before reading this book, I would never have been that interested in the English monarchy. If I could rate this book a 10 I would. I would rank this up there with ""Memoirs of a Geisha"". Buy this book, you will love it!"
1,"Works Great Cheap, made in China, but it gets the job done. I use to connect my PS3 to my TV and it works with no problems."
0,"the music may be swing.... I was majorly disappointed with the lyrics. Call me fickle if you will but, the sexual overtones in the lyrics were just too blatant. Swing to me has always been a refuge away from this. If I want to hear music about sex and such, I listen to rock, it's expected there. However, the music is first rate with tight rythms and wonderful horns. Peace........"
1,"Got what I paid for. Twas a pretty good deal. As described. Old, used copy of the Hobbit with just a few pencil underline marks. The thing was about a dollar, though, so I can't complain."
1,A MUST SEE FOR EVERYBODY!!!!!!!!! (well almost everybody) This is a movie that everyone needs to see at least one time (anyone who can handle bizarre movies). This classic is the benchmark of all surrealistic movies. Outstanding performance!!
1,"Very Very Pleased! Was hesitant to purchase because of the price. I was not expecting such quality for the price. I am very very pleased with the fit. It came with a matching shawl and satin straps that I can attach to the dress myself, which I thought was nice because I don't really feel comfortable wearing strapless dresses. I actually ordered two other styles of dresses from this company when I purchased this one to make sure I had a dress suitable to wear for my occasion. I was pleasantly pleased with all of them. They all fit well. I purchased Mediums (my measurements are 34-29-41, pear-shaped) and this dress flatters my figure. I will be purchasing others. I found that the dresses fit according to the sizing chart that is one of the pictures shown."
0,"dude, where's the comedy I saw this had 4 1/2 stars and i just had to bring it down a peg. This movie blows more than a prostitute. Don't waste your time or money. Beleive me!"
1,"Fun Movie This movie was a fun, exciting and sometimes dumb movie. It was never marketed as anything different and anyone who saw the first knew what to expect. I loved it. Can't wait for the DVD."
1,"A frightening tale of an enslaved, socialist future 1984 is frightening. 1984 is thought-provoking. 1984 is a literary masterpiece, warning society of a possible future that would more or less end meaning in life. There's little more I can say. Just read the book for yourself; it's what I call required reading."
0,Aweful This is not worth buying. Save your money they taste like you are chewing on a piece of cardboard and tasted like it too. Flavorless
0,"I'd rather give up coffee. Dear Sirs,I purchased one of the Mr. Coffee CG12 coffeemakers in November of 2005. I have never seen a more poorly designed coffeemaker. What a piece of refuse! Because of its faulty design, it got coffee all over the countertop whenever it was brewing. I tried two of them and they both did the same thing. The whole design was slapdash. It should be taken off the market.After putting up with it for two months, I threw it in the trash and bought a Black and Decker. It was like going from a VW to a Rolls. Never again."
0,"Recieved Warped Twice When I received this product, it arrived warped and useless. I re-ordered it, and it again arrived warped and useless. My only suggestion to those who would like this product is to order it with a number of other cake rings. Maybe if they come together, they will protect themselves."
0,"Where's ""The Myth of Working Fathers""? The author's message, in essence, is that working mothers are not ""real"" mothers. I can only assume that in the sequel to this sexist, essentialist rant, she will reveal how working fathers are not ""real"" fathers, and how they should build *their* careers around parenthood, and how they are sadly mistaken to think they could possibly be successful both in the labor force and at home."
1,"Sarah,s Bead This beautifully illustrated and emotionally charged childrens book left me teary eyed and filled with the spirit of Gods love for all creatures. The ever familiar nativity story of the birth of Jesus is refreshingly told through the eyes of a pack rat named Sarah. As a gift to the Crist Child she yields her most treasured possession, a shiny bead tied about the new born king's wrist with a special thread from King Davids robe, a gift from a pack rat travelling with the Three Wise Men. In so doing she experiences Gods love and understands the miracle taking place. The book makes an ideal holiday gift and can be enjoyed by children and adults alike. As a childrens book for reading it is ideally suited for ages 5 to 9."
1,"Baseball is still baseball This book was a great look into the strategy and mental aspects of America's ""Forgotten"" Pastime. Its nice to know there are still some out there with a love for the game itself."
0,"Don't buy this phone! This phone is c**p. It is outsourced to some company and bears the IBM logo, but the quality is low (like a lot of things manufactured in China). My battery died after 5 months and I cannot find a replacement. I talked to the company that manufactures this phone and they promissed me a replacement but I did not get it yet.The headset works only in one position. If the microwave is working in our house, I am getting static. Sometimes you would have to press a couple of times on the Talk button to get a tone.SKIP IT!"
1,"Impressive first effort ""Almayer's Folly"" adequately introduces the theme of culture conflict, an angle that is expressed more fully in Conrad's later works. I would certainly recommend this to anyone familiar with Conrad's body of work, which is not to say that readers new to his work should avoid this novel."
0,"Leaks, doesn't absorb odors either. Go with Swaddlers! Going from Swaddlers to these was a HUGE mistake. The name ""baby dry"" should be a joke, because the diaper gets damp very fast, and ALWAYS smells like pee. It's not my baby either, I have to change out the diaper about twice more than normal and most of the diapers are barely heavy. Seems like such a waste... should've bought the smaller amount to test first. It's odd how the same brand could have one type vastly superior to the other. Again, go with Swaddlers, we had ZERO issues with them. ""Baby dry"" is a lie."
1,"pinochio I loved the movie all over again, I will have my 8 yr old nephew and 5 yr old, and all the other abot 9 yrs that want to watch it.It is lovely, on my recent vacation/retreat I drew pinochio onto a full page (from a little 2-3 inch from Disneyworld)., and now I have my own ""self made poster to enjoy"".The product came very shortly after I had ordered it.Thanks,G. Novack"
0,a minor book on the everest tragedy lene is probobly a very upbeat and interesting person but the book is choppy and doesn't grip you like some other books.if you have all the other everest books go ahead and get it but you'll enjoy 'high exposure by breashears and climb by anatoli b. much better
0,"Great product initially, wear out in about 8 to 12 months. I have purchased two of these units for use in my wood shop and they work just fine for the price. The analog tunung knob is easily changed by turning the unit off and on. Reception is good, not great in my area (urban). The only real complaint is the lifespan. In both of my units, the same problem occured, the cable between the battery case and headband failed within months of purchase. I have fixed the cable to prolong the life of both units until it simply got too short to solder. In the case of the last pair that died, a cable became crossed and it nearly melted while I was wearing them. I would advise purchasing a different manufacturer, as I will this time."
1,"The Legend of Old La Befana Tomie Depaola tells the story of the counter-part to Santa Claus in Italy. For me, it was a reminicent of the story my mother told me. Depaola has a way of making every culture come to life."
0,"Keep looking. Don't be fooled. I am upset I must even rate this one star. This is a substandard product. A cheap Chinese knock-off from the People's Republic of China, no doubt. Remember when we used to make our own treacherous substances before sending all of those jobs overseas, too? However, if you think silkworm missles are 'all that', maybe you would be happy with this crap, too.I think the price is way too much as well considering free cesium may soon be raining down on us all courtesy of Japan and GE."
0,"Childish and Annoying The Hobbit I found was boring and so happy it was annoying. The characters are so happy it's annoying. I like characters with a lot of back ground and I like many characters I can relate to. A bunch of identical dwarves don't do the job. They also don't fit the spirit of dwarves, but then again after time they evolved into the grumpy alchoholics fantasy tends to portray them as. All the characters were corny and annoying. Anyway, don't get me wrong about it. I understood it. I loved the Dragonlance chronicles and Wheel of Time which made this book look so childish. I've heard Lord of the Rings is much better so I might read that. It doesn't seem as happy perfect utopia where elves dance and sing songs all day as The Hobbit was."
1,"It's All True Every good thing you've ever heard about this book is true.However -If you're new to the ""Dune"" universe, it may initially be difficult for you to get into this. Fair warning - the novel drops you off right in the middle of a set universe and right in the middle of the story, and it may initially be difficult to grasp everything or get into the story.Stick with it! You will not regret it."
0,"rubbish well what can i say about this film, not much,some of the songs are good,and the singing is ok. the whole story is rubbish the film is over long and becomes very silly and boring, so all in all i dont think it was any good and is a complete wast of time and money......i have loved diana ross for years and this film is just something made up by some bloody fool."
1,"Charmed, I'm sure... This is the fascinating story of three generations, with a midwife/herbalist grandmother, her single mother daughter, and her bookworm granddaughter. The grandmother, Charlie Kate, is a fascinating, well developed character whom the reader cannot help but admire (she reminded me strongly of the aunts from Alice Hoffman's 'Practical Magic'). Somewhere between a medicine woman and a psychic, she was nevertheless predictable, in that she hung around until her daughter and granddaughter's lifes were fixed and then she died. Terribly predictable, but sparkling with its descriptions of WWII Raleigh and the life of an herbalist/midwife. The book leaves you wishing for a grandmother like Charlie Kate and a suitor like Tom Hawkings III. Good easy read- would make an especially good winter read, curled up in an armchair in front of a fire, covered by a cozy throw, sipping a mug of homemade cocoa."
0,"Not what I expected... This was my first Hillerman book, but I don't know if I will be trudging my way through another. As a fan of the modern detective/crime genre, I thought it would be great to happen upon another prolific author. Instead, I found myself mired down in the multiple characters introduced in the first 100 pages or so, even going so far as to skip whole passages. My attention just was not grabbed, let alone held. I may try another of his books, as several of the reviews indicate this is not one of the author's best, but I'd recommend John Sandford's ""Prey"" series or one of Johnathan Kellerman's great Delaware novels long before this one."
0,"Very Disappointing This book is basically about a 30-something Botoxed woman who can't stop telling us what kind of car she is driving. It must be very difficult for an author to make her heroine so unappealing, we wonder why anyone would be attracted to her in the first place, but somehow, the author manages. Her friends are underdeveloped characters and I dont think I need to be told the same ""reasons why not"" three times (one list for every guy is okay, but we get THE SAME lists during each chapter, at the end of each chapter, and then again at the end of the book). The only highlight of the book is her connection with Sam, her dog, and even that relationship did not feel ""real"" to me when Sam was sick. Don't bother with this one."
0,"No quality control and minimal support! I ordered a set for a gift. While the chips were fine, the inside of the case was awful. The insert that holds the chips is flimsy and is too small for the case. The insert was cracked in several places, and glued support strips inside the case were exposed and sticky. Amazon was easy about the return. I spoke with a rep and ordered a replacement set on the condition that the set be examined before shipping. I was reassured this would happen. The replacement set arrived and was so bad that the first set looked good by comparison! Again, Amazon was easy about the return but never once offered any suggestion as to what I might buy instead, and offered no 'free shipping' as I had had on my original orders. I think there should be better quality control and I think Amazon should make an effort to ""make-good"" when a good order goes bad."
1,"Fine book to read Even if some people disagree with me, I will say this is one of the best books you can read. Everyone must read this book, it has the power to change your beliefs about the world.1984 goes deep to show you what the world COULD be like if a ruling party did all the right things to gain complete control over the populace. Your daily life monitored continuously, no rights to show individuality or freedom of speech, and constant fear of being whiped clean off the world if you did anything not in accordance with the Party, also known as Big Brother.I sure hope something like this doesn't happen to us any time soon, not until I build my rocket ship to go to Mars and live in a cave.I would certainly recommend this book to you, for only 300 pages it is some good reading."
1,"DISNEY STRIKES AGAIN! The legend of Robin Hood...one of the most cherished stories of all time is brought magically to life as only Disney can do!The spirit of fun and romance abounds as Robin Hood,the swashbuckling hero of Sherwood Forest,and his sidekick,Little John,plot one daring adventure after another!Robin Hood and the lovely Princess Maid Marieen who have fallen in love with one another.But Robin must fight the greedy Prince John,his snake partner Sir Hiss,and the Tax Collector to save the poor people of the town. Complete with wonderful music,enchanting backgrounds,and a great cast of voices.This is a pure Disney classic that will live on forever."
0,"Disinformation I got this book hoping to get more insight on, well, ""cases that haunt us"". This book and several others by Douglas, turned out to be a self-serving puff piece on several complicated cases. This is the literary equivelant of Leslie Neilsen in ""The Naked Gun"" saying ""Move along, there's nothing to see here"" as a fireworks warehouse explodes behind him.Some of these cases deserve serious examination and not a simplistic write-off. Check out Terry Maury's ""The Ultimate Evil"" to see where thorough investigation of these crimes can lead."
1,"Treasure Island In this book I thought that the sentence structure was more complex in most parts. But some of the time the sentences were really basic.The word choice was complex though out the book. some times the words were too complex.the auther did a great job describing all the events that took place. But i thought that the characters needed a little more description. the auther only took a little time at the begining of the book to describe the characters. I don't want to give away the book to much, there on a boat. they get attacked.My opion of the book is that. it's a great book full of edveture. But at some points the book got kinda dull. like in chapter 8 I found my self dozzing off a little. Most of the book i was wide awake for like in chapter 21 the attack. I think this book could be enjoyed by anyone. but i'd say ages 10 and up boy or girl, man or woman(...)"
1,"If this is his daughter, He needs to empty the Gene Pool. It's a 60's movie, it's made as well as it couyld have been made for the time, it fares much better them some of the other Frankenstein knockoffs that have been made with the likes of Jesse James or others.It's NOT oscar material, nor is it terrible, it's just an entertaining movie to me, it takes me back to the CHILLER THEATER days where I first saw it.Check it out, you really can't go wrong for 10 bucks."
1,"Who Framed Roger Rabbit The DVD's were in great condition. The DVD box was a little beaten up around the edges and there was a little folder in the front of the DVD case that was empty so it looks like something that came with the DVD was missing, but overall the product was great. It's going to make a wonderful nostalgic gift :)"
0,"NOT TRUE This movie shows an inaccurate portral of teenagers. Not many teenages act like the kids do in this movie. At least not were i live. This movie makes all teenagers look bad!!! A very small portion of teenages are actually like this. Ok, i can say that maybe it's kinda like this in large cities like New York. It's not anything like this where or anywhere close to where i live."
1,"great classics for a great price It is a great price for the classics that you get. There are also a bunch of random ones that my kids aren't interested it, but overall I would definitely recommend it! Great classics for a great price!"
0,Complete Idiot's Guide to T'ai Chi and Qi Gong I don't find this DVD to be idiot friendly and I feel I must have bought the wrong DVD/Book. I thought it would be easy to follow and it isn't. The title is very misleading and I don't know if others have had the same problem with this book/DVD.
0,"Could it get any worse? Poor Brandon. He was so close to being the next indiana jones, but this movie crushed him. It was brutally bad, the story line was exactly the same as the first. And could there be anymore mush in it? I mean you get the idea that brandon and his wife love eachother, but every 5 minutes they are gushing with how much they love eachother. Bad, bad, bad movie. And anamakson (I know the spelling is off) could she be any more modern day? She is supposed to be reincarnated and it is a terrible job. I can't tell you enough, rent it but do not waste your money owning it."
1,"G Wizzle and C Bizzle students at Mace's Lane-izzle ""Of Mice and Men"" is a lonely story of two hobos, Lennie and George. Lennie is a large man with a mental disability and a craving for soft things and George is a small man who's in charge of Lennie, making sure he isn't getting them in trouble. The men had to flee from Weed because Lennie was accused of raping a woman when he only wanted to feel her dress.They find a ranch outside of Weed and work there. There they meet a rambunctious man by the name of Curley who threatens to knock out any man's lights if they even consider looking at his jail-bait wife. Curley is the ranch owner's son so, he's never going to get into trouble. When Curley and Lennie cross paths, something terrible happens. ""Of Mice and Men"" was a very good book that we both enjoyed. Some of the hobo-dialect is a little hard to understand but pretend you're the characters (like we did) and you'll find out what a good book this is!"
0,"How not to write a serious book I recently took a history of science course (the Learning Company) by Lawrence Principie, who holds dual appointments at Johns Hopkins (Organic chemistry and The History of Science). In one of the lectures he spent considerable time spotlighting this book and expressing his conviction that NO serious student of the history of science takes this book seriously. It is full of errors; the author misquotes sources and is generally thought of as a great example of how a book should not be written and how an author should not do his research. Read this book but don't take it seriously."
0,"Stagey, ""Bible film"" melodrama I rented the movie because of a review that led me to believe the movie would educate me and provide some nuance. It's not in any way that kind of movie. Rather, it's a devotional treatment, appropriate for a Protestant religious family looking for a wholesome movie for a holiday. The opening scenes show young Luther to be so pious and important that even straightening his shirt is accompanied by pious grimaces and an entire string section. Every word out of Fiennes' mouth is delivered more hammy than a Hamlet monologue. The movie settles down into a predictable heroism (nothing extraneous to his religious bravery gets a line): all the Catholic Church is full of corrupt meanies who know they're corrupt, and every peasant cheers Luther on. It's a nicely staged Bible type movie, full of all the usual cliches, but it's about as interested in a nuance as Luther was interested in an indulgence."
1,what i wanted for a good price awesome i only paid 94. for this thing and it looked brand new couldnt tell it was uses two thumbs way up
0,"Beware the words ""digitally remastered"" If you are a John Denver fan this disk will make you cry and not for the reasons you might expect. I turned it off after 5 tracks because I couldn't bare to listen to it any more. I had the feeling that someone had rummaged through some old discarded session tapes and had played them back through a pillow. The arrangements were definitely not what I was expecting and the quality was awful. I gave this recoding 1 star but only because they wouldn't let me out of the screen without filling in that field!"
1,"An important book. Mr. Franklin is writing to his nephew - encouraging him to be something in life, explaining how he became successful from humble beginnings through honesty, dilligence and hard work. This is a well-written book, suitable to be read aloud to people - young or old. Did you realize Mr. Franklin started fire departments, militias, libraries and universities? He's truly a remarkable man."
0,"I loved the Wheel of Time. To keep it short, there are too many characters doing too little in the story.It lacks the motion of the first books and is clogged down in too much detail. I think the writer fell in love with his own characters and somehow lost track of a great story he was trying to tell."
0,"Illustrations are totally missing! Even though on the sample page online Burgess refers to the beautiful and accurate illustrations of birds - they are completely missing in this edition! It was hugely disappointing and reveals a lack of understanding about the purpose of the book in the first place. The book was intended to be an introduction to bird identification and lore for children. It is not a simple story book - not at all! Burgess' entertaining and excellent writing, of course, remains.... I have no argument with Burgess - it is simply that half his material was left out of this publication without any notation in the description of the book that the illustrations had been deleted."
1,"One of the greatest books ever I literally continuously read this book for about nine months. I would finish the book in only a few days, but I absolutely loved it. I just started over and kept reading it and re-reading it. This is one of those books where the plot got better every time and even knowing the ending did not dampen the suspense. I thought this book is one of the greatest of its class ever. Orwell is a true master."
0,Junk I just got done using this thing and it didn't even work as expected. It takes FOREVER for it to fill with water. Then it seemed to never spray out the lawn fertilizer. I had to basically tilt the ting upside down and on its side for the water to even turn blue. NEVER AGAIN. Scotts - Please revamp this for next season. This thing is JUNK!
1,"Linda's comments I would just like to say that this book was recommended to me by a friend. After purchasing this book and reading its content, it has blessed my heart, mind, body and soul. I am understanding more of the parts of the bible and getting a better comprehensive outlook of God's Word. It is making the bible more comfortable for me to read. It is equipping me to be a better bible reader and interpreter. It's great!!!!"
1,"Ulysses read by Jim Norton I recently returned from Dublin where I met many Irish people and native ""Dubs,"" as they call themselves. Everyone said the same thing about ""Ulysses"", that is ""I tried to read it but could not get through it.""Jim Norton brought ""Ulysses"" to life for me. I followed along as he read and began to understand the rythm of the text. ""Ulysses"" became exciting instead of imposing.Jim Norton is truly gifted: Great voice and wonderful imagination."
