rotulo,texto
0,"Books review. Paper material is bad, pale print with only black and white including charts and graphics, bad glue is used to stick up the papers, book started do dismantle after very short period.However the learning material within is very useful and mandatory for some courses."
1,"The Best Bible Story Book We Own! We own many Bible story books, but this one is my favorite. We read from this book every day, and the kids love it. It includes stories that are left out of many children's Bible story books. It is wonderful to read in order, and it really keeps the attention of the children. When it's time to shut the book, my kids say, ""What's the story for tomorrow called, Mommy?"", because they so look forward to reading this book."
1,Covers it all Great item. Covers all the pressure points without paying for a therapist at $85 for 30 minutes. Great remedy for what aches you.
1,Good Tool Low Price This is a great tool! it is quite accurate for a low price. not much more to say
0,Imac Crap This book is useless. Anyone with 10 minutes may sit at an Apple computer and learn more hands on than the hour or two wasted reading this book. The other reviews here re: iMac Fast and Easy are very misleading... probably written by someone with interests other than yours.
0,"Didactic melodrama I have read enough to know when I'm being preached to, and Huxley is unsuccessful in masking his assertions re: the human condition in The Island. I was very disappointed, since Huxley has the ability to write well, even about esoteric subjects (see The Perennial Philosophy, for instance), but ends up just making a hash of it here. Not highly recommended."
0,"Rob This player had good picture quality and sound, however, the unit boke just over a year after purchase. The picture still works but the audio no longer comes through. It is going to cost $150 to repaire and the warranty just ran out. Needless to say I will not purchase a toshiba as my next player."
0,"Unrated? I'm tired of all these movies claiming to be the Unrated Version and not offering a single thing that wouldn't be included without exception in a PG-13 movie. Add to that only seven or eight decent laughs in the whole movie and I'm pretty ticked-off. Explaining the spoofs would actually be funnier than the movie, so I won't do it.Tried and true spoof formula is not properly hashed out in cheap attempt to cash-in on quarter-of-a-century craze(Airplane 1980). Top Secret, Hot Shot, Hot Shot Part Deux and Not Another Teen Movie are much examples of this (art) form.Might have given it two stars if they left the Unrated off the box.A lot more of Josh Meyers might have helped."
0,"I never thought Meryl Streep could give a ""bad"" performance. I never thought that Maryl Streep could give a bad performance. It is difficult to believe this is the same actress from Sopjie's Choice and The French Lt.'s Woman. Oh, well, I guess one stinker in an otherwise glorious career is to be forgiven. Don't watch unless you are a ""movie masochist."""
1,"one of the most beautiful songs this song is about lyrics, lyrics, lyrics. and leigh nash's beautiful vocals.i loved the bounce movie, but this song is more beautiful. actually, its one of our ""songs"" for my boyfriend and I. i think it should have recieved radio play, but i don't think it did. my favorite version of this song is the movie mix, which is more like and extended version. the only song i did not like is walking with strangers which is not sung by leigh nash. i just did not connect with it at all.need to be next to you is a good song for all you hopeless romantic types. the music video is really cool, it has images from the movie, which enhances what i just said about being a hopless romantic.. so with that being said i give 4 out of 5"
0,"Rydell Remastered This was the worst CD that I ever purchased. Remastered? It doesn't even sound like the same person. TOO much base. The original recordings from this era NEVER had that much base. Judging by this recording, I will never buy something that I know is remastered again. If the rating stars had a zero, that is what I would rate this CD. I think if Bobby didn't hear it, he should, I think he would be embarrassed."
0,"Crosley recoreders are junk ""DO NOT BUY THEM"" I bought the Crosley recorder last year at Christmas and used it (3) times and the cassette player quit working...sent it back for a new one and then the power button would not work....just got a new one again for the third time and now this power button doesn't work you have to use the remote control only to use it....junk,junk,junk!!!!!!!! Never again will I purchase one of these and they should pull them all off the market since they are getting such bad reviews and everyone has problems with them......"
0,"Kellerman is getting worse with experience Look, if you want to read a good mystery, stick to Kellerman's early work. ""Butcher's Theater"" is dynamite. This one is pretty darned close to a remake (at least in terms of the villian's MO), but nowhere as imaginative or intriguing. It's time for Kellerman to retire his word processor."
1,GREAT PRODUCT. the shield is easy to install and works great. I used to scrape frost off my girls cars for 10 minutesand now 2 seconds to remove the screen.
0,"Mathematical nonsense Mathematically speaking, this book is all nonsense. For instance, the author argues that owning a home is more expensive than not owning. This is true if you compare a person living under a tree versus one owning a home. He argues that the person owning a home has a negative cash flow of 8k per year all due to the interest he pays on mortage. But the details he left out (just to make his useless point) is, the person who owns a home has a home to live for a few hundred more bucks a month, whereas the person who doesn't own a home has to pay may be 10-15k per year for rent. That wipes out the savings that the author is claiming. Not only that, that money is down the drain since it goes to the landlord, whereas the owner of the home builds equity.My recommendation is to stay away from this nonsensical book, else you will be screwed if you follow his advice."
1,"Thanks For The Memories I used to watch I Spy when I was a kid and loved it. I sort of figured seeing it again after all of these years that it would be disapointing but I was pleasantly surprised by how well the show held up. Now, not every episode was a masterpiece but then again that's they way it is with all TV shows. When I was a kid I was sorry when NBC didn't renew the series for a 4th season ..... I'm still sorry."
1,"A Family Comedy That Is Out Of This World. Suburban Commando is a 1991 sci-fi action/comedy family film which stars WWE Legend Hollywood Hulk Hogan, Christopher Lloyd and Shelley Duvall. In this film Hogan portrays Shep Ramsey, a gruff and cynical intergalatic bounty hunter who, after a botched rescue mission, travels to Earth for rest and relaxation. There, Ramsey begrudgingly makes friends with a couple(Lloyd and Duvall)and their two kids. While on Earth, Shep comically learning the Earth cultures and customs. Suburban Commando also has an appearance by WWE wresling star The Undertaker, as one of Ramsey's arch-villains. The special feature includes a trailer of the movie and trailers for New Line's other family films. This film is perfect for kids, parents and wrestling fans of all ages."
0,BE CAREFUL!! These seem like a GREAT idea but they do not work! Water spills all over. These should of never made it through OXO product development!
1,Wait for Product Had to wait 6 weeks from Amazon for this brewer. Then the order was finally cancelled so I bought it from JR and got it in three days.
0,"A waste of time Have you ever rented a movie, and about 10 minutes into (sometimes less, sometimes more) realized that you had just wasted your movie? Well, thats exactly what I did with this movie. This movie I guess was trying to be a comedy, but was not funny at all. The lovestory part is nothing new and terribly borring. Just a waste of time in general to watch this. I can't see why people would rate it over 2 stars!!!!"
1,"The Bowl of all Bowls I was fixing to do some mixing in my kitchen one day. I grabbed this bowl, tossed in some ingredients and went to town. I mixed for days and days without ceasing...why? Its not becuase I'm a crazed lunatic who likes to do the man dance on the rooftop...no...its because this bowl was magical. It made me sing while I mixed. I sang songs of mixing. Sweet, tender yet robust songs. I'll make an album of my mixing songs. Look for me on TV soon. Mixing and singing."
0,A Letdown the movie promised much and delivered nothing!! Two stars for the actors who did a good job with a lousy scenario and plot.
0,"Bad Mug I got this and loved the ergonomics. Great feel, size and balance. I was bitterly disappointed that after one cycle in the dishwasher, the top malfunctioned. The mug has a twisting/locking sealing mechanism and the heat from the dishwasher must have expanded it. Now it will not pour at all. Please note, this was not a 'special cycle' or high temp wash, just normal dishwasher and the thing is ruined. I also ruined a pair of pants yesterday when I couldn't figure out why I could not sip and them coffee came running out the side.My only saving grace is that I figured this out before I went and bought more. BAD PRODUCT DO NOT BUY"
0,"Don't Buy Defective Product and No Returns Do not purchase any of the items from razer. First of all, when i purchased this mouse it looks and feels very cheaply made. Its like a KINDERGARDEN TOY. At the same time i purchased a keyboard along with the mouse. When i received the keyboard the page down button was not even attached to the keyboard, the clipping was BROKEN and then the W key for the keyboard DID NOT WORK. I asked for a refund sinec i purchased the product through Razer.They made it difficut to refund. The first email i sent out was March 10, 2010 and now it is March 22, 2010 and they still have not given me a RMA number after i requested it FIVE TIMES. This is ridiculous. I will be submitting a DISPUTE to the credit card company."
1,"Classical Literature Great Expectations was the greatest book that I've ever read. The way that the book was put together always left you wanting to know more. The book was told by a young boy named Phillip Pirrup, that falls madly in love with a young lady name Estrella. He ends up being sent away to England to become a young gentleman, and strays away from the love of his life. A great deal of scandal goes on, and if I tell you anymore than you'll know what happens, but I will tell you this. If you like a dramatic sope-opera filled with love, suspense, and action than you will find this book astounding. I can tell you I loved this bok, and I'm sure you will too."
1,Excellent This was the best and perhaps the most slow books of the series but I absolutely loved it? Who IS Taran?
0,A mistake I accidently bought two copies of this DVD. Most of the people who gave it 5 stars had to be gaming the system.
0,"Poor quality product After 2nd or 3rd usage, inside of the pots started to tarnished (not a food stain). Now the food cooked using these tarnished pots are tasting bit bitter (metallic taste). Very poor quality product."
1,"Most Useful This has become one of my most valued counseling companions. For those of you who are familiar with Glasser's Choice Theory, this is a great look into his actual practice techniques as he relates real case studies he has lead and how he has applied CT in real-life situations.Great read as well as a super resource."
1,Too Large I had to return this card because it wouldn't fit in the available computer space. So I really did not have a chance to use it. I have an HP 8760C. The card is about 10 inches long. So just make sure you measure the available space.
0,"Alluring Price. Kind of Works There's a lot of product for the price and the cleaning cloth is really soft and strong. The cleaner gets off finger prints and the other little specs that get on the screen. The downside is that it actually does streak. The streaks aren't too ""heavy"" but there is a lot of them. I've tried it on both of my screens (Acer and Asus) several several times. You can get a little bit of the streaks off if you use a dry part of the cloth and wipe the screen over and over and OVER. Really disappointed after reading the reviews. I may return this product."
0,Bad re-imaging There are several parts of the film when it just goes to a still photo and voice or backround music is heard. If I knew so much of the original film was missing I probably would not have bought it. I was disappointed in my purchase.DPrice
0,"Buy the soundtrack instead. Joseph lovers; you will be disappointed with this film. Family viewing it is not. Potiphar's wife and her servants are definitely R rated, and you may be embarrassed to watch this with your children. The narrator is breathy and sexy, which may work in some venues, but not when she is narrating a Bible story to a grade school assembly. Rent it and get it over with, but you'll probably grate at the slow musical pace."
0,"Garbage, garbage and more garbage Mos Def spends a good portion of this album making gripes about something or another.Here is my gripe to Mos Def, thanks for wasting my $15 with this crap album.Now Mos Def not only makes bad movies, but bad albums too."
1,Top line As a custom woodworker I have a love for tools that do the job I need done. The is the greatest little saw on the market. The only draw back is trying to find someone that sells it without going on line.
1,"Journey....We Have A Problem Even though this re-release sounds better than previous ones, at the beginning of the first song, ""Girl Can't Help It"", a split second of the very first drum beat is missing. Overall, the CD is excellent especially with the added tracks. If you like your recordings of studio music to be prefect like I do in most cases, then this re-release is not for you. Find one used that was recorded from the master properly."
1,Fun but not Classic Not exactly Peter Jacksons best work but for what it lacks in acting and editing it makes up for in its CG and its fun action. On bluray it pops and u have yourself a fun popcorn movie.
0,"As a How-To Book, this one just doesn't work. It's the truth that early Mormon leaders told fanciful tales about Moon Men and the Lost Ten Tribes . . . to their kids at bedtime. It seems there's a difference between what a Mormon leader says from the puplit as official doctrine, and what they say having fun with their family. It's the same with anyone. This book takes snippets from private journals and attempts to pass them off as official doctrine. As a How-To Book, this one just doesn't work.A better book to buy from Amazon on this subject is Tinkling Cymbals and Sounding Brass : The Art of Telling Tales About Joseph Smith and Brigham Young (The Collected Works of Hugh Nibley, Vol 11) . Hugh Nibley, David J. Whittaker (Editor) / Hardcover / Published 1991"
1,"skillful Reading this is reading a master at work. Pinsky wields so much skill it's ridiculous. Reading the poems here is like listening to an intelligent, old man sitting in a chair somewhere in a field, giving his thoughts free rein, following them where they land. In my opinion, the poem ""The Figured Wheel"" is a lyrical, breath-taking masterpiece."
1,"Satisfying King As Stephen King gets older, his books get bigger, as seems to happen to most authors. Sometimes though, they fail to satisfy. This one did not.Coming off of his horrible accident where he was hit by a van, King included a lot of his pain and feelings of growing older in this book. It makes the book more personal, and more refreshing. There is the true Stephen King in the emotions of the characters.Being an alien invasion book, I enjoyed it too for it's unique spin on alien life, and how they might invade. I don't think this was overall as creepy as some of his other works have been, though this certainly had its moments.All that said, the book wasn't literary greatness, but I wasn't expecting it to be. It was a horror novel by King, and it was entertaining. I wasn't expecting anything but that.But I'm glad I read it. Well done."
0,"Unwatchable! The animated Hobbit has for years been one of my all time favorites. Unfortunately, the quality of this DVD is similar to what you would get if you copied a worn VHS tape onto a disk. The movie is so dark in many places you can only see dim shapes moving about. The theme song even has a skip in it and there are a number of other skips in the soundtrack. There are also several places where a second or so of the movie is duplicated and repeated. I have no idea how they messed that up! If i had purchased it locally, i would return it, but i guess i will keep it until they decide to fix this dvd and reissue it, hopefully on a blu-ray. My recommendation is Do Not Purchase this version unless you really cannot live without a copy, any copy."
1,"Decent CD The Remake of Boyz-n-the-Hood makes this CD worth buying by itself, but there are some other catchy tunes that are worth listening to also."
1,"One Brave Act changes a civilization this story is gripping in part because the 2 female protagonists honestly feel they are making the best decisions that will affect the whole crew. They are severely opposed to each others approach despite being close friends originally. The act of the captain to pursue the fleeing ""object"" and thus stranding here crew forever, inspires the entire human race to pursue a future in space and fulfill some aspect of a larger destiny. That this comet takes them to the end of time and space has its own amazing affect on the crew, there is a span of billions of years. This book is about responsibility and living up to it, including taking ownership for a vision and a mistake. great read"
1,"Wonderful!!! I have read J.R.R. Tolkien's The Hobbit, and I think that it is a great book!! I recommend it to everybody!! It is my favorite book."
0,"What a disappointment! I am a big Belva Plain fan and have always enjoyed her books. After the Fire is a disappointing read. What bothered me the most is the character of Hyacinth-what a weak and stupid woman! She is not believable at all. Any mother will fight to the end for her children. I kept hoping she would snap out of it, but she never did. She just kept trusting stupid men and believing them. I will think twice before spending money on another Belva Plain novel in the future."
1,Folding Chair Reviewed These chairs are so comfortable that we move them from the deck to the inside of the house to watch T.V.......and so easily moved that they go back out again in the morning!
1,"A time in my life when we feared for our children's lives This book brought back many painful memories of a time when we could not let our children out of our sight for fear they would be snatched up by this monster and found dead and mutilated,days later. The quick apprehension of this killer was made possible by amazing cooperation by agencies and individuals who put aside their conflicts and worked as brothers in arms to protect the children of the community. They made sure that this man would never walk the streets again. Unfortunately this killer became the poster child for the necessity for the death penalty in this state. It is unfortunate that he is not the last."
1,"Solid Peeler I purchased this peeler because my flimsy Victorionox $3 peeler's blade snapped right off. I received recommendation of this peeler being ""the best peeler invented"" by a fellow chef. I was not disappointed at all, the blade is sharp, the handle is comfortable and it flies through potatoes and carrots. I have even been told it lays waste to coconuts. If you're looking for a reasonably priced peeler, look no further."
1,"Gripping account of long-lasting effects of killing spree. Author Greg Kelly was 10 years old growing up in Rockford, Ill., when Ray Lee Stewart went on a weeklong killing spree that took 6 lives and shook the community's small-town midwestern roots. Like so many others in Rockford, Greg was terrified until long after Stewart's capture and haunted by his crimes for years afterwards. Fifteen years later as a young newsman working at WGN Television in Chicago, Greg called in sick so he could attend the murderer's clemency hearing. A few weeks later he witnessed the execution. Kelly's vivid description of that eerie evening is alone worth the price of the book, as are the insights into courtroom proceedings, TV reporting, and Kelly's portraits of victims' families and their suffering."
0,"It;s too Dark I don't what I disliked about this movie the most. The fact that Gothom City looks like a war zone, or the fact that the story's focus is not on Batman again (even though the movie is called Batman) or that the Penquin is the most repulsive one ever created for film. The first movie had Jack Nicolson in it, this one has nothing."
0,"a very uneven movie Even though there were occasional brilliances, I kept asking myself why so many people found this movie great. I found the story very incoherent and everything was excessive. It was full of overacting and overdirecting. There are some stories to which movies just can't do justice. I'd rather read the book than watch this movie version. I think people should stop justifying this film only because Kubrik made it."
0,"Romance in Disguise When women write stories about mute girls who are saved by big, strong men who teach them to be sexually aware, that is considered Romance fiction and is looked down upon. But here we have the same formula: a mysterious young girl, beautiful and abused, unable to speak. A hero of mythical proportions comes to her rescue. Cassandra never felt real to me, because the author never lets her speak -- just another female character to manipulate and show the hero off to advantage.Historical fiction and historical detail are good things, when there are real characters to hold them up, and a real story to listen to. This book seesaws between long and tedious discussions of theology and Danielle Steele."
0,"Learn Biblical Hebrew 2nd Edition by John Dobson - not useful for me I was particularly interested in the CD, but found it extremely disappointing. The readers sounded bored and very American. There was no ""teaching"" attached to the CD, just reading words and paragraphs in uninspired voices.The cover claims one could start reading meaningful verses after just 2 hours. After 2 hours I was still struggeling to decipher the differences in the Hebrew letters.If someone wants a reference book to the language, this works fine. But it has a weakness in its teaching sequence. A lot of steps are missing."
1,"Great for AP Biotutor is an invaluable tool for any student taking AP Biology or struggling in a Biology class. Last year I took regular Biology and did very well. I think my average was an A or A-. But, thinking I was such a good Biology student I took AP. It was not the same their is more math in it than I expected. But thankfully I found Biotutor and am now a great Bio student."
1,Enjoyed reading again after so many years! I read the book many years ago in high school and wanted to read it again before I saw the movie. It is a classic and I loved being introduced to all the characters once again.
1,"EMDR This is a must have book for those using EMDR, particularly if you are new at the process. This would be the second book to buy after the basic text. It helps the new therapist see and appreciate how the therapeutic relationship is central to the use of eyemovement. It is well written and makes much clear."
0,"Problem With These Discs Is anyone else having issues with these discs? When you first place the discs in the player, it skips over the main menus. Then the ""menu"" button will only start and stop the episode selected, but it will not return you to the main menu. There is no Spanish or Portuguese dubbed audio on the discs (despite what the menus and packaging claim) and the episodes automatically play with Spanish subtitles even when the subtitles are turned ""off."" The only way to avoid this is to choose ""other"" subtitles with the remote. This appears to be an authoring issue, as I am using a two year-old Sony Dream System DVD player and have not had these issues with previous seasons. I'm exchanging my discs immediately, but I have a feeling they might all be bad. Anyone else hear about these issues?"
1,Very good The cd was purchased as a Christmas gift and I assume everything was fine with it. Your service was excellent and was received in a timely manner. Thank you
1,"Works with AVIC-D3 The new ipods do not charge with the pioneer cable, and this was the solution to the problem. Now my 4th gen nano charges no problem!"
1,"Homework review This is a great book by Edgar Allan Poe that is filled with great ""Poe""ms. My favorite is the poem called ""The Raven."" Some of the poems are a bit scary, and there are some scary pictures. I would recommend it for ages 8+. There are also poems that you can't find in any of Poe's books because they are shortened versions of larger, unabridged poems. Also, some of the poems have to do with death. Thanks to Brod Bagert, (editor) Carolynn Cobleigh, (illustrator) and of course, Edgar Allan Poe."
1,Very nice set especially for the money Bought this to replace a very expensive crystal set I'd given away and like it a lot for the money. It's pretty and functional. Comes nicely packaged too. Would not hesitate to give as a gift.
0,"I hope not. Rather pretentious comedy featuring Mel Gibson, who, despite all the emasculation, is in bumpy, toothy, silly-little-boy mode. What women want, indeed! He's a Don Juan in the advertising world, who gets zapped by his blow-dryer while drinking some interesting-looking Cabernet. The result? He's given the ability to read women's thoughts. This is distressing, at first. Regressive, too: according to the writers (all women), these Turn-Of-The-Millennium-I'm-Every-Woman women primarily want to feast their eyes on Mel's tooshy. Hear me ROAR! Well, our hero soon learns to use his newfound Superpowers for his own profit, but then . . . ah, but then, the movie suddenly gets very serious. Most of the second act is dull. The movie finally wears out its welcome starting with about the last 15 minutes. Rent only if you want to annoy your boyfriend . . . which is REALLY What Women Want! (Kidding, kidding -- sheesh)"
1,"Rutger Hauer Exemplified Loved it, typically audacious atrocious and ribald. What's not to like about castles, bows & arrows and mid evil...evil complete with rape, pilliage and plunder; and torture and gore!"
1,"Five stars doesnt even do it enough justice. FANTASTIC!! AMAZINGLY THRILLING!! Paolini deserves an A+! very original, action packed, and all out cool, this book is defenatly a best seller!! by the way,Saphira was so well developed, I pictured the perfect dragon in my mind. NO young author can out-write this master of the English language!"
0,"RE: Mission Impossible By and large, the movie fails because it strays too far from the premise of the TV show and ventures into 007 and Bourne territory.No IMF team, no suspense, poor story.The TV series is far superior."
1,"TL! Bought this cd many, many years ago. I can't truthfully name one song from it, but I will vouch for Tracy Lawrence, he's a good singer!!"
0,"Total Waste Of My Money When new, this grill did not get hot enough to sear the juices into the meat, which is what a good grill will do. Also, there was very little smoke flavor imparted to the meat. It was like grilling in the kitchen stove.The heating element failed after one season, so I invested in a new controller. The new unit worked once, and then failed completely. I have had cheaper electric grills that worked much better and lasted much longer.I do not recommend."
0,"Inexpensive but poor quality The set was shipped with a carrying case that was covered in an oil-like substance and either the oil or the case itself smelled horrendous. Also, the punches are very dull and not uniformly sharpened (or dulled, however you look at it). I have difficulties cutting through even thin, soft silicone sheets. Sharpening them with a rotary tool helps, but I feel I shouldn't have to do that with a brand ""new"" product (which I am sure is actually repackaged). I can't imagine using them for metal, let alone most rubbers. Despite the very affordable price, I would NOT have purchased this set for the above reasons."
1,"Have fun with your baby! I love this DVD! Get ready to have fun and interact with your baby. This DVD gives you so many ideas to have fun and interact with you baby by just using items you already have around your house. I loved the bright colors, the music, Eeebee and the Mom. I highly recommend this DVD to all parents."
1,"I Envy Lee Pulos When I pulled several hypnosis books off the library shelf to review, ""Beyond Hypnosis"" did not quite appeal to me. The cover was unattractive and quite plain. However, an inner-awareness told me to check out the book and to read it. I did so.I enjoyed the book immensely, enough to order a copy for myself! Mr Pulos' book put the hypnosis phenomena into a perspective that allowed me to comprehend and apply the principals to my daily activities. I actually was able to hypnotize myself for a brief period. I envy the author for his intelligence and insight.Between readings, I left the book on my bed. Without prodding, my wife skimmed the book; I knew that she is skeptical about these things. To my surprise, she read the book in its entirety. She said that she could relate to many of the elements in the book. She commented that this was one of the few books from which we both received mutual enlightenment! The book also served as a foundation for further reading on hypnosis."
1,"Awesome Picture!!! Now this is what High Definition is all about.I was very Pleased with the ""Picture Quality"" on the ""Tremors"" HD DVD.The image makes you think you are watching a 2007 movie release.The picture is awesome."
0,"Good book bad Digitization The digital copy of this book is poor with artifacts on almost every other page, makes it difficult to read at points, definitely not worth the price for the effort the publisher put in."
1,Mr. Coffee Warmer The warmer keeps the cup at an acceptable temperature and looks great on the desk. The warming light is very useful in reminding me if the unit is on or off. I could not be more pleased with this product and the cost was perfect.
1,"Worthy of the Ender series Was closer to the Enders Game, Enders Shadow style of books made it a very fun read, again dealing with the children. If your familiar with the Enders series, this story is about "" Bean's"" battle keeping piece and trying to save the battle school children."
1,"Very good camera. I have used this camera for two vacations and many back yard pictures and am quite impressed with it's capabilities! It was a little hard to get used to because it has more complicated settings than our previous Kodak digital camera, but I do love the 10-power zoom and high quality images! The 10-power zoom is especially helpful in capturing wildlife shots that will amaze your friends!"
1,Dora's reviews My husband and I watch this movie a lot. It is funny. I had never heard of this movie but I am glad I purchased it. I recommend it to anyone.
1,"Vote For Stillson!... What a movie! What a cast! David Cronenberg took King's classic tale of precognition and predestination and gave it his own personal bleak touch! Christopher Walken (Sleepy Hollow) is the perfect Johnny Smith, taken out of normality and plunged into a psychic nightmare world. His gift / curse enables him to see both past and future events, leading him ever closer to his final destiny. Martin Sheen (The Little Girl Who Lives Down The Lane) is excellent as the lizard-like senate candidate, Greg Stillson. Horror mistress, Brooke Adams (Invasion Of The Body Snatchers, Shock Waves, Sometimes They Come Back) is Johnny's could / should-have-been ""wife"", unable to shake Johnny from her mind. Tom Skerritt (Alien) is the sheriff of Castlerock who seeks out Johnny in order to catch the infamous Castlerock killer. Herbert Lom (Asylum) is Johnny's doctor. Even Anthony Zerbe (The Omega Man) and Colleen Dewhurst (When A Stranger Calls) are along for this wild ride! Highly recommended..."
0,Very disappointing I liked the characters. He did a great job of letting the reader get to know the characters. However the plot was awful. At the end I was left feeling like he just threw a bunch of words together just to end the book. It's almost as though you're left wondering exactly what happened at the end.
1,"If I'm dreaming all my life.... What a comeback! OK, I know that Bowie never really disappeared from the scene, but he's been foundering for some time. This will hopefully signal th end of that period, as it is a really good recording. I'm not sure how many people will find all the metaphors in here, perhaps there aren't even supposed to be so many, but I just kept finding them. Added, many of the lyrics just fit my life right now, and the questions I find myself asking more and more--ie; ""were we meant to last""? Were we? Whether we were or not, this CD should--at least, for a darned long time."
0,Unreasonably priced on Amazon One can buy the same 32 oz Bottle from grocery store for $9.99 thus making a 6 bottle purchase to $59.64 even after paying sales tax it will be much less than $75.36 +shipping. I dont know why would someone buy it from Amazon.
1,"So far - très bon AS described, but I think you need to know some French before you can use this product effectively."
1,"Good read and easy to understand This book doesn't contain mathematical formula which is a plus for me!The explanation on how a statistic can be misunderstood or misrepresent in simple English.It is helpful because I can spot more loopholes in statistics now.On the other hand, if a need arises. I can use these methods to mislead people!"
1,"One of the best albums ever! Since the moment I heard Clay on American Idol 2 I have loved his voice. This album shows just what this youg man can do, he can SING! The songs are powerful and sung to perfection by Clay. Every song is really great, and you will definitely listen to this album over and over. I don't see how anyone could not like it, it's just that good. This is one of the greatest, if not the grestest pop album of all time, Clay made a masterpiece!"
1,This game is Sweet. If you want codes I got codes only one but its Sweet.You can get a rocket launcher by typing in this code when your hunting and you don't just want to kill it you want to blow it away that code is BHB-BQ
0,"""Dude, Where's My Car"" was better Quite possibly the worst movie I have seen this year. It really was that bad. Lacking any character development, I felt no emotion towards any of the characters and considered turning it off half way through. This movie is a piece of garbage. It's got Sylvester Stallone in it and its out on dvd and it's a piece of garbage."
1,Great book Like Eragon...I first watched the movie and really enjoyed it. Afterwards I read the book and realized that the movie was horribly done when compared to the book.I liked all of the character building in the book and thought it had plenty of humor and action. There was no sex and cussing (that I remember) in the book for those that don't like to read that sort of stuff.On a side note...my inner immaturity laughed when the words 'fagged' and 'ejaculated' were used to describe feelings and expressions.Five stars!
1,"Singable Psalms For over ten years I have shared these settings of the Psalms with Christians and Jews in worship services. Webber's wording is creative and current. His choice of metrical patterns makes these psalms usable with literally hundreds of tunes familiar to all who worship with these ancient Hebrew poems. I could wish Webber had versified the entire Psalter, though he has included most sections regularly in use in English speaking congregations. I warmly recommend using these settings to all who love to sing, and love to sing the psalms. By choosing familiar tunes from any source, a music leader can newly invigorate several generations of worshippers."
1,"Great ink! A few weeks ago, I bought a few disposable fountain pens to see if I liked them, and after a few days, I began using them as my primary pens. The problem was that they had (very) bad ink in them, so when I ran out of ink, I decided to attempt to refill them with Noodler's ink-- and it worked! This stuff is pitch black, and best of all, it doesn't bleed or ""feather"" when you're writing with it.Works well in:Pilot Varsity Disposable Fountain Pen Assorted Ink 7-Pack Pouch (90029)"
1,"Remember from my childhood I love this book. Not just because I used to love making cookies with my mom years ago, but the variety of cookies make this book one of the best. Highly recommended."
0,"Take Another Look Please This author doesn't explore the real issue of what the church considers valuable, instead, he stays mired in the same old sacrifical muck. He tries to explain that the liberal years of the 60's through the 80's caused much of the church's decline, but many of us life-long Catholics in the real world have a somewhat different viewpoint. Narrow minded thinking and the belief that only men can run the church, has now caught up with us. But this off-limits subject certainly isn't explored. Now with the harsh light of truth shining on the recent ugliness, perhaps men with power in the church will listen, and perhaps now they'll start to widen their outdated stance about women taking larger roles. And maybe someone will even have the courage to write a book about it! If you want to read the same old stuff on Catholicism, only with a dramatic twist, then this is your book."
1,The Shining I'm a sucker for a wonderful love story and I love watching movies with history to it and it takes place when I was born.
1,"good product I've used this hoover for one month and it works pretty well. Easy to use and all the parts work fine. The filters are effective. A little bit stiff and heavy, but I never had a big hoover like this, so it might be normal. It doesn't recline too much. I recommend it. Good deal for the price."
0,"GREAT MOVIE ,BUT NOT DVD!!! I really liked and loved this movie. And I knew when comes to DVD, I would buy it for sure for my DVD collection ,but this DVD very simple and plain. Not double disk or DTS or nothing an all...if u really love this movie like I did,Wait a while till end the year I am VERY SURE they going to come with DTS or Superbit Or Dir cut,I am going to wait for sure to get the whole McCoy. These days they do that with most movies, Then after few months they come up with all loaded stuffs on DVD."
0,"Genuine Chinese Crap This radio is insanely over-priced. You can get worse, but you can't pay more for it.The Oregon Scientific WR-8000 is a true piece of crap. Do not purchase it.I bought mine brand new in the box for two dollars at a church yard sale. Boy am I glad I didn't pay more for it.The Oregon Scientific WR-8000 is cheaply constructed all the way around. Everything about this shoddy radio is cheap cheap cheap. Want poor reception? You got it! Want brittle plastic that breaks easily? You got it! Want a compass that doesn't work? You got that too!Be prepared to do quite a bit of research to find an emergency radio worth owning. If it says ""Made in China"" avoid it if you can. If China does make anything worth owning they certainly don't export it to the USA.""Oregon Scientific"" is another term for cheap piece of Chinese crap.You will regret it if you buy this radio.Caveat emptor."
0,"Don't believe the hype! As a mechanical engineer, I've used all kinds of CAD programs as well as other types of software. This has to be one of the worst software packages I've ever used. The interface is maddeningly archaic. It makes one wonder about the caliber of programmer that Broderbund is hiring. It also makes one wonder who's writing these reviews, some hardly seems believable after actually experiencing the software.PLEASE, do yourself a favor, don't believe the positive reviews, and save your money. Given a technical background, I lulled myself into believing I should be able to handle it in spite of the negative reviews, and came away severely disappointed.Stick to a general 2D drawing program such as AutoCad, Vellum, or Visio, it'll be much less headache and still fulfill 99% of what most users are looking for."
0,Never got the book and it's been a month... I ordered this book for a friend's son's birthday. I have tried to find out why they haven't gotten it and they say it is still in transit... I can't get a straight answer from anybody.
0,wow...what a disgrace oh my god. this novel makes me want to eat six lemons and call my mom to tell her i hate cats. this is not in any ways original. what is happening to childrens fiction these days.
1,"good for sensitive skin truly good, this product is light weight and not at all greasy. It is pretty good on very sensitive skin, and after i used it the first night there was a noticeable difference in my acne, like they were reduced and my skin felt much softer. Great product."
